run_id,scene,mode,method,provider,model,success,first_attempt_valid,iterations,first_plan_length,final_plan_length,first_failed_step,first_failed_action,first_error,final_failed_step,final_failed_action,final_error,inferred_root_cause,total_val_runtime_seconds,average_val_runtime_seconds,failure_stage,run_directory,summary_file
run_20260822_192404_079561,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.075838,0.075838,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192404_079561,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192404_079561\run_summary.json
run_20260822_192407_890353,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.071106,0.071106,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192407_890353,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192407_890353\run_summary.json
run_20260822_192408_322561,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.070771,0.070771,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192408_322561,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192408_322561\run_summary.json
run_20260822_192408_745854,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.068863,0.068863,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192408_745854,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192408_745854\run_summary.json
run_20260822_192409_158014,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.070332,0.070332,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_158014,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_158014\run_summary.json
run_20260822_192409_568608,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.071691,0.071691,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_568608,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_568608\run_summary.json
run_20260822_192409_987411,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.069811,0.069811,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_987411,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192409_987411\run_summary.json
run_20260822_192410_396778,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.07305,0.07305,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192410_396778,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192410_396778\run_summary.json
run_20260822_192410_815041,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.068702,0.068702,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192410_815041,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192410_815041\run_summary.json
run_20260822_192411_227378,occlusion_hard,pddl,pure_pddl,,fast_downward,True,True,1,14,14,,,,,,,,0.071008,0.071008,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192411_227378,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_hard\run_20260822_192411_227378\run_summary.json
run_20260822_183708_160128,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.072701,0.072701,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183708_160128,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183708_160128\run_summary.json
run_20260822_183712_066589,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.081671,0.081671,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_066589,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_066589\run_summary.json
run_20260822_183712_511973,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.073719,0.073719,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_511973,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_511973\run_summary.json
run_20260822_183712_930670,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.073008,0.073008,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_930670,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183712_930670\run_summary.json
run_20260822_183713_363068,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.07172,0.07172,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183713_363068,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183713_363068\run_summary.json
run_20260822_183713_777001,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.071451,0.071451,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183713_777001,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183713_777001\run_summary.json
run_20260822_183714_186956,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.070214,0.070214,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183714_186956,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183714_186956\run_summary.json
run_20260822_183714_593099,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.068509,0.068509,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183714_593099,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183714_593099\run_summary.json
run_20260822_183715_000644,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.070761,0.070761,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183715_000644,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183715_000644\run_summary.json
run_20260822_183715_411739,occlusion_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.070198,0.070198,,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183715_411739,D:\LLM-PDDL\results\occlusion_formal\pure_pddl\occlusion_manipulation\occlusion_medium\run_20260822_183715_411739\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_01,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,3.397331,3.397331,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_01,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_01\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_02,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.991278,1.991278,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_02,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_02\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_03,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,2.225717,2.225717,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_03,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_03\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_04,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.975828,1.975828,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_04,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_04\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_05,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.994087,1.994087,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_05,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_05\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_06,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.9951,1.9951,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_06,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_06\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_07,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.930551,1.930551,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_07,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_07\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_08,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.939676,1.939676,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_08,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_08\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_09,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.972652,1.972652,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_09,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_09\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_10,occlusion_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.989956,1.989956,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_10,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_deepseek-v4-flash_10\run_summary.json
run_hybrid_feedback_llama3.1_8b_01,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,65.387912,21.795971,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_01,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_01\run_summary.json
run_hybrid_feedback_llama3.1_8b_02,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,62.244179,20.74806,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_02,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_02\run_summary.json
run_hybrid_feedback_llama3.1_8b_03,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.831425,20.610475,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_03,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_03\run_summary.json
run_hybrid_feedback_llama3.1_8b_04,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.93705,20.645683,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_04,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_04\run_summary.json
run_hybrid_feedback_llama3.1_8b_05,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.869477,20.623159,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_05,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_05\run_summary.json
run_hybrid_feedback_llama3.1_8b_06,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.868195,20.622732,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_06,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_06\run_summary.json
run_hybrid_feedback_llama3.1_8b_07,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.975536,20.658512,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_07,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_07\run_summary.json
run_hybrid_feedback_llama3.1_8b_08,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,62.063918,20.687973,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_08,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_08\run_summary.json
run_hybrid_feedback_llama3.1_8b_09,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,62.004357,20.668119,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_09,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_09\run_summary.json
run_hybrid_feedback_llama3.1_8b_10,occlusion_easy,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,5,,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),6,"put-down-occluder(O1, front_slot)",Invalid argument role: action 'put-down-occluder' argument 2 'front_slot' must be 'temporary-location'.,other_unsatisfied_precondition,61.892966,20.630989,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_10,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_llama3.1_8b_10\run_summary.json
run_hybrid_feedback_qwen2.5_latest_01,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,,,"Plan step 5: unknown action 'handempty' for domain 'occlusion_manipulation'. Available actions: pick-up-target, pick-up-temp-occluder, put-down-occluder, put-down-target, remove-ground-occluder, remove-stacked-occluder, restore-ground-occluder, stack-occluder",unsatisfied_precondition_handempty,2.39947,0.799823,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_01,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_01\run_summary.json
run_hybrid_feedback_qwen2.5_latest_02,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,,,"Plan step 5: unknown action 'handempty' for domain 'occlusion_manipulation'. Available actions: pick-up-target, pick-up-temp-occluder, put-down-occluder, put-down-target, remove-ground-occluder, remove-stacked-occluder, restore-ground-occluder, stack-occluder",unsatisfied_precondition_handempty,0.237081,0.079027,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_02,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_02\run_summary.json
run_hybrid_feedback_qwen2.5_latest_03,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,5,"restore-ground-occluder(O1, front_slot)",Missing preconditions: holding(O1),unsatisfied_precondition_handempty,0.242264,0.080755,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_03,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_03\run_summary.json
run_hybrid_feedback_qwen2.5_latest_04,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,5,"put-down-occluder(O1, temp_A)","Missing preconditions: holding(O1), free(temp_A)",unsatisfied_precondition_handempty,0.23373,0.07791,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_04,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_04\run_summary.json
run_hybrid_feedback_qwen2.5_latest_05,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,5,"put-down-occluder(O1, temp_A)","Missing preconditions: holding(O1), free(temp_A)",unsatisfied_precondition_handempty,0.226614,0.075538,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_05,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_05\run_summary.json
run_hybrid_feedback_qwen2.5_latest_06,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,4,4,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,,,,unsatisfied_precondition_handempty,0.158261,0.07913,,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_06,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_06\run_summary.json
run_hybrid_feedback_qwen2.5_latest_07,occlusion_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,False,False,3,4,,2,"pick-up-target(T1, target_slot)",Missing preconditions: handempty,,,"Plan step 5: unknown action 'handempty' for domain 'occlusion_manipulation'. Available actions: pick-up-target, pick-up-temp-occluder, put-down-occluder, put-down-target, remove-ground-occluder, remove-stacked-occluder, restore-ground-occluder, stack-occluder",unsatisfied_precondition_handempty,0.238856,0.079619,maximum_iterations_reached,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_07,D:\LLM-PDDL\results\occlusion_formal\refinement\occlusion_manipulation\occlusion_easy\run_hybrid_feedback_qwen2.5_latest_07\run_summary.json
