run_id,scene,mode,method,provider,model,success,first_attempt_valid,iterations,first_plan_length,final_plan_length,first_failed_step,first_failed_action,first_error,final_failed_step,final_failed_action,final_error,inferred_root_cause,total_val_runtime_seconds,average_val_runtime_seconds,failure_stage,run_directory,summary_file
run_20260823_211301_226961,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.120282,0.120282,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211301_226961,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211301_226961\run_summary.json
run_20260823_211301_743294,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.09092,0.09092,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211301_743294,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211301_743294\run_summary.json
run_20260823_211302_237337,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.076147,0.076147,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211302_237337,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211302_237337\run_summary.json
run_20260823_211302_697233,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.077807,0.077807,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211302_697233,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211302_697233\run_summary.json
run_20260823_211303_158601,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.076964,0.076964,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211303_158601,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211303_158601\run_summary.json
run_20260823_211303_610813,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.091343,0.091343,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211303_610813,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211303_610813\run_summary.json
run_20260823_211304_073313,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.077719,0.077719,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_073313,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_073313\run_summary.json
run_20260823_211304_508047,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.078195,0.078195,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_508047,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_508047\run_summary.json
run_20260823_211304_945279,gearbox_hard,pddl,pure_pddl,,fast_downward,True,True,1,10,10,,,,,,,,0.073011,0.073011,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_945279,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_hard\run_20260823_211304_945279\run_summary.json
run_20260823_205941_074732,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.082512,0.082512,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205941_074732,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205941_074732\run_summary.json
run_20260823_205945_030138,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.082988,0.082988,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_030138,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_030138\run_summary.json
run_20260823_205945_489798,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.07373,0.07373,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_489798,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_489798\run_summary.json
run_20260823_205945_913730,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.069486,0.069486,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_913730,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205945_913730\run_summary.json
run_20260823_205946_334716,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.077471,0.077471,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205946_334716,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205946_334716\run_summary.json
run_20260823_205946_770406,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.082124,0.082124,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205946_770406,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205946_770406\run_summary.json
run_20260823_205947_220975,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.109064,0.109064,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205947_220975,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205947_220975\run_summary.json
run_20260823_205947_713526,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.071821,0.071821,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205947_713526,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205947_713526\run_summary.json
run_20260823_205948_137737,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.085867,0.085867,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205948_137737,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205948_137737\run_summary.json
run_20260823_205948_593861,gearbox_medium,pddl,pure_pddl,,fast_downward,True,True,1,6,6,,,,,,,,0.096246,0.096246,,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205948_593861,D:\LLM-PDDL\results\gearbox_formal\pure_pddl\gearbox\gearbox_medium\run_20260823_205948_593861\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_01,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,2.011874,2.011874,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_01,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_01\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_02,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.083859,0.083859,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_02,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_02\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_03,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.075485,0.075485,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_03,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_03\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_04,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.074004,0.074004,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_04,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_04\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_05,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.07733,0.07733,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_05,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_05\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_06,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.079031,0.079031,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_06,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_06\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_07,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.072681,0.072681,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_07,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_07\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_08,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.07715,0.07715,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_08,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_08\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_09,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.077335,0.077335,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_09,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_09\run_summary.json
run_hybrid_feedback_deepseek-v4-flash_10,gearbox_easy,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.076689,0.076689,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_10,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_deepseek-v4-flash_10\run_summary.json
run_hybrid_feedback_llama3.1_8b_01,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,2.494666,2.494666,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_01,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_01\run_summary.json
run_hybrid_feedback_llama3.1_8b_02,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.082938,0.082938,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_02,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_02\run_summary.json
run_hybrid_feedback_llama3.1_8b_03,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.078562,0.078562,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_03,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_03\run_summary.json
run_hybrid_feedback_llama3.1_8b_04,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.074591,0.074591,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_04,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_04\run_summary.json
run_hybrid_feedback_llama3.1_8b_05,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.088661,0.088661,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_05,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_05\run_summary.json
run_hybrid_feedback_llama3.1_8b_06,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.07714,0.07714,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_06,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_06\run_summary.json
run_hybrid_feedback_llama3.1_8b_07,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.075705,0.075705,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_07,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_07\run_summary.json
run_hybrid_feedback_llama3.1_8b_08,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.078154,0.078154,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_08,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_08\run_summary.json
run_hybrid_feedback_llama3.1_8b_09,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.077531,0.077531,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_09,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_09\run_summary.json
run_hybrid_feedback_llama3.1_8b_10,gearbox_easy,llm,hybrid_feedback,ollama,llama3.1:8b,True,True,1,4,4,,,,,,,,0.07521,0.07521,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_10,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_llama3.1_8b_10\run_summary.json
run_hybrid_feedback_qwen2.5_latest_01,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,4.066603,2.033301,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_01,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_01\run_summary.json
run_hybrid_feedback_qwen2.5_latest_02,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.158459,0.079229,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_02,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_02\run_summary.json
run_hybrid_feedback_qwen2.5_latest_03,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.165156,0.082578,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_03,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_03\run_summary.json
run_hybrid_feedback_qwen2.5_latest_04,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.163484,0.081742,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_04,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_04\run_summary.json
run_hybrid_feedback_qwen2.5_latest_05,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.162316,0.081158,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_05,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_05\run_summary.json
run_hybrid_feedback_qwen2.5_latest_06,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.164688,0.082344,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_06,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_06\run_summary.json
run_hybrid_feedback_qwen2.5_latest_07,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.191389,0.095695,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_07,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_07\run_summary.json
run_hybrid_feedback_qwen2.5_latest_08,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.171739,0.085869,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_08,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_08\run_summary.json
run_hybrid_feedback_qwen2.5_latest_09,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.171336,0.085668,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_09,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_09\run_summary.json
run_hybrid_feedback_qwen2.5_latest_10,gearbox_easy,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,4,1,"assemble-after(input-shaft, gearbox-housing)",Invalid assemble-after: assembled(gearbox-housing),,,,other_unsatisfied_precondition,0.158234,0.079117,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_10,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_hybrid_feedback_qwen2.5_latest_10\run_summary.json
run_pure_llm_deepseek-v4-flash_01,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,1.764613,1.764613,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_01,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_01\run_summary.json
run_pure_llm_deepseek-v4-flash_02,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.077097,0.077097,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_02,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_02\run_summary.json
run_pure_llm_deepseek-v4-flash_03,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.074676,0.074676,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_03,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_03\run_summary.json
run_pure_llm_deepseek-v4-flash_04,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.076005,0.076005,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_04,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_04\run_summary.json
run_pure_llm_deepseek-v4-flash_05,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,2.007765,2.007765,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_05,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_05\run_summary.json
run_pure_llm_deepseek-v4-flash_06,gearbox_easy,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,4,4,,,,,,,,0.077804,0.077804,,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_06,D:\LLM-PDDL\results\gearbox_formal\refinement\gearbox\gearbox_easy\run_pure_llm_deepseek-v4-flash_06\run_summary.json
